gene	inverseRank
CHP1	0.04
NOA1	0.04
PDE10A	0.04
ACKR2	0.04
TNK1	0.04
CSAD	0.04
NAT8	0.04
C1orf162	0.04
PXN	0.04
TRPC3	0.04
TP53BP1	0.04
SPAG8	0.04
SCARF1	0.04
C3AR1	0.04
KRTCAP3	0.04
ACAD9	0.04
MBTPS2	0.04
CEACAM21	0.04
KLKB1	0.04
MRPL2	0.04
SNUPN	0.04
PROX2	0.04
TIMM8B	0.04
TTC14	0.04
USP53	0.04
MOCS3	0.04
RNF43	0.04
SLC6A20	0.04
TMEM223	0.04
EFCAB13	0.04
THOC3	0.04
GDPGP1	0.04
TRPV1	0.04
NEMP1	0.04
PAIP1	0.04
HBG2	0.04
SLC3A1	0.04
CCDC136	0.04
FABP3	0.04
BBS4	0.04
NTSR1	0.04
ACAA1	0.04
PRRT3	0.04
TM4SF19	0.04
SDHAF2	0.04
CEP135	0.04
NHP2	0.04
CD3D	0.04
CCDC168	0.04
PUM1	0.04
TMEM38B	0.04
ANOS1	0.04
ABCA10	0.04
HOXB8	0.04
TMEFF1	0.04
SLAMF7	0.04
GP9	0.04
SLC16A9	0.04
DPH6	0.04
MCF2L2	0.04
SIAE	0.04
IL12A	0.04
PC	0.04
ERICH6	0.04
CERS1	0.04
TSPAN19	0.04
SCART1	0.04
MTMR3	0.04
PLA1A	0.04
MRPL32	0.04
RPH3AL	0.04
WNT5B	0.04
SEMA6C	0.04
TBXA2R	0.04
SOX15	0.04
STK17B	0.04
EDIL3	0.04
TMEM176A	0.04
PTPN12	0.04
PSMA6	0.04
NUP62CL	0.04
DNAH10	0.04
EML6	0.04
RPL9	0.04
FAM161B	0.04
PRSS3	0.04
NFIC	0.04
RBM10	0.04
PRELID1	0.04
TADA2B	0.04
CTIF	0.04
LAT2	0.04
BAHD1	0.04
KLHL17	0.04
CCDC107	0.04
PRKAG2	0.04
AIFM2	0.04
VWDE	0.04
PPM1N	0.04
SLC14A2	0.04
DROSHA	0.04
MRPL28	0.04
RECQL4	0.04
C8orf74	0.04
SYNGAP1	0.04
ZNF227	0.04
GALNT16	0.04
SOCS7	0.04
YRDC	0.04
PCYT2	0.04
TBX4	0.04
ZNF593	0.04
CDK5	0.04
GPI	0.04
MTRR	0.04
PKDCC	0.04
FAM161A	0.04
PIGU	0.04
PRSS8	0.04
SLC38A10	0.04
WDR6	0.04
SARM1	0.04
EXD1	0.04
ADAM32	0.04
PTCH2	0.04
CRYBG3	0.04
GJC2	0.04
GMPPA	0.05
LSMEM2	0.05
TMEM106B	0.05
MRPS6	0.05
CFAP46	0.05
PLD4	0.05
AGAP6	0.05
SUV39H2	0.05
SLC2A4RG	0.05
IP6K2	0.05
RAD51C	0.05
GUCA1A	0.05
LTBP3	0.05
HSPA4L	0.05
USP33	0.05
OTOA	0.05
DHRS4	0.05
ACE2	0.05
TERF2IP	0.05
GLS2	0.05
CXCL5	0.05
KCNC4	0.05
ATRN	0.05
RYR1	0.05
ZNF92	0.05
ORC4	0.05
LCN15	0.05
TACC2	0.05
ZER1	0.05
SHQ1	0.05
FAM214B	0.05
VCPKMT	0.05
IRF9	0.05
FGFR4	0.05
GPRASP1	0.05
SSBP4	0.05
LRWD1	0.05
RGPD3	0.05
MAP3K7	0.05
CTSA	0.05
TSSC4	0.05
UQCRFS1	0.05
RPS27	0.05
KLHL30	0.05
LIMK1	0.05
COX4I2	0.05
ANGPTL6	0.05
NPAS1	0.05
CHRNA2	0.05
PABPC1L2A	0.05
NOP14	0.05
PIDD1	0.05
IL31RA	0.05
TNF	0.05
INSC	0.05
C17orf64	0.05
BAG4	0.05
PLXNB2	0.05
RPN1	0.05
ZNHIT6	0.05
HDLBP	0.05
GFM2	0.05
DMWD	0.05
NSUN4	0.05
SLC7A9	0.05
ATG13	0.05
SRGAP2	0.05
CEBPG	0.05
UTS2	0.05
ESPNL	0.05
MEP1B	0.05
PTPN13	0.05
TNPO1	0.05
MALL	0.05
NUDC	0.05
S100A5	0.05
ADAM11	0.05
RIOK3	0.05
ELAC2	0.05
MUC15	0.05
KCTD19	0.05
KLRG2	0.05
WDR13	0.05
TGM3	0.05
MCTS2P	0.05
DCAKD	0.05
CIDEA	0.05
FSCB	0.05
CNTRL	0.05
TREML2	0.05
PPP1R12A	0.05
TLR10	0.05
ISCA1	0.05
ABCF1	0.05
TMEM204	0.05
XKR9	0.05
STEAP3	0.05
ANKUB1	0.05
ARPC5L	0.05
CHAC1	0.05
CHST5	0.05
NXNL1	0.05
PIWIL3	0.05
CKAP4	0.05
ANKRD30BL	0.05
ATG10	0.05
PDE3A	0.05
NDUFAB1	0.05
SEC24B	0.05
MAP4K3	0.05
NAPSA	0.05
GTF2H2	0.05
TMEM79	0.05
C2orf81	0.05
SLCO4A1	0.05
SNRNP40	0.05
LPIN2	0.05
ANO3	0.05
CFAP74	0.05
ICOSLG	0.05
SIM2	0.05
PRPH	0.05
PDE4A	0.05
TUBB8	0.05
ESRP2	0.05
TTC19	0.05
DDX28	0.05
GPA33	0.05
MS4A7	0.05
GCM2	0.05
ITFG2	0.05
SLC1A5	0.05
CLEC11A	0.05
TFB1M	0.05
CLEC2B	0.05
CD200R1	0.05
DDR1	0.05
BRSK2	0.05
PLA2G1B	0.05
LRRK1	0.05
IMPG2	0.05
APBB3	0.05
C2orf66	0.05
C3orf84	0.05
COL7A1	0.05
ZNF264	0.05
SLC30A5	0.05
ARL8B	0.05
FN3K	0.05
LRRC61	0.05
FAIM2	0.05
GTF3A	0.05
BTBD1	0.05
NAGLU	0.05
CHST3	0.05
KDM6A	0.05
PLEKHA5	0.05
ALG1	0.05
STRA6	0.05
LRP2BP	0.05
ASAP1	0.05
ZNF487	0.05
ZNF750	0.05
CRELD1	0.05
INO80B	0.05
DDX23	0.05
NLRX1	0.05
HTRA2	0.05
FANCM	0.05
GRK4	0.05
KLHL35	0.05
SARS2	0.05
MGAT4B	0.05
NSUN3	0.05
SLC9B1	0.05
DVL1	0.05
SMIM1	0.05
DGKE	0.05
PIPOX	0.05
NPIPB3	0.05
DUSP7	0.05
DPEP3	0.05
IDH3B	0.05
RD3L	0.05
STRN	0.05
KIF27	0.05
CTU1	0.05
FCGR1B	0.05
SOGA3	0.05
ENKD1	0.05
MIOS	0.05
PTPRQ	0.05
STARD5	0.05
FANCF	0.05
PLCXD2	0.05
HRH1	0.05
NAP1L5	0.05
SEPTIN9	0.05
MYBPC2	0.05
LYZ	0.05
ENAH	0.05
FASTK	0.05
PSMB8	0.06
INO80E	0.06
NCOA6	0.06
AC068831.6	0.06
TONSL	0.06
ROR2	0.06
ZNF781	0.06
STK24	0.06
SESTD1	0.06
RASL10B	0.06
DNAH11	0.06
CACNA1C	0.06
ZMYND19	0.06
SCO2	0.06
DECR2	0.06
PAFAH2	0.06
ZFP91	0.06
TOB1	0.06
ATP8A2	0.06
COL4A3	0.06
PGD	0.06
ALPK1	0.06
SRFBP1	0.06
TYW1B	0.06
INSL5	0.06
TUBB1	0.06
ZBTB14	0.06
C11orf91	0.06
MVB12B	0.06
TXNDC5	0.06
C11orf42	0.06
CLCN6	0.06
FOXA1	0.06
IL18RAP	0.06
OR8A1	0.06
NUAK1	0.06
MTERF2	0.06
BOLA2B	0.06
TOX	0.06
PLD6	0.06
AQP4	0.06
IMPG1	0.06
PTPRF	0.06
ADGRD2	0.06
TRIM66	0.06
CD3E	0.06
PPP1R10	0.06
CMTR2	0.06
CLUL1	0.06
TMEM104	0.06
ATG4D	0.06
CCDC134	0.06
UTY	0.06
DCTN3	0.06
LRGUK	0.06
FAM122B	0.06
TM7SF3	0.06
TEX43	0.06
RBP7	0.06
PEBP1	0.06
PDS5B	0.06
GLYATL1	0.06
DDHD2	0.06
DYRK2	0.06
ORMDL1	0.06
DNMBP	0.06
SHISA5	0.06
KLHL23	0.06
HELZ2	0.06
FGFR1OP2	0.06
GIMAP1	0.06
VWA3B	0.06
SIL1	0.06
SH3BP5	0.06
NAA35	0.06
ZRANB1	0.06
GRIP1	0.06
PDE6G	0.06
MRAS	0.06
ZNF880	0.06
HBA1	0.06
ANKS4B	0.06
ZSCAN31	0.06
KIF9	0.06
ZGLP1	0.06
CBX1	0.06
CCDC54	0.06
SLC4A11	0.06
CNR2	0.06
IL12RB2	0.06
BUD13	0.06
HELB	0.06
IMPA1	0.06
TTLL5	0.06
AKAP5	0.06
SAP30	0.06
TMED8	0.06
NRL	0.06
CASS4	0.06
SLC38A9	0.06
PLCD3	0.06
AMIGO1	0.06
STK17A	0.06
TMEM177	0.06
TAF2	0.06
C11orf96	0.06
USP7	0.06
NAA38	0.06
BTG1	0.06
USP32	0.06
OTX1	0.06
ACP5	0.06
GPR89A	0.06
FAM177A1	0.06
ASRGL1	0.06
MTRNR2L1	0.06
SCAMP1	0.06
AZIN1	0.06
CDRT4	0.06
KLHL21	0.06
EPB42	0.06
DERL3	0.06
ZNF544	0.06
UBALD1	0.06
SNRPA	0.06
BCL11A	0.06
NUP188	0.06
PNMA6A	0.06
LPCAT1	0.06
SLC35F4	0.06
WWC1	0.06
ITIH4	0.06
SERPINA5	0.06
ME1	0.06
KTN1	0.06
LEPROTL1	0.06
SIRT1	0.06
ABHD6	0.06
TXNDC16	0.06
PENK	0.06
CELF6	0.06
SEZ6	0.06
DOCK10	0.06
ZNF606	0.06
NR2F6	0.06
RPS6KA6	0.06
NDUFS7	0.06
TMOD3	0.06
TRPV3	0.06
UFC1	0.06
TET1	0.06
DNAJC13	0.06
PPP2R5D	0.06
EVA1B	0.06
SEZ6L	0.06
FXYD7	0.07
KDM7A	0.07
SDC3	0.07
CDC42BPG	0.07
ZNF432	0.07
RFT1	0.07
IFNGR2	0.07
WDR18	0.07
FAM171A2	0.07
HS3ST3A1	0.07
NUTM2D	0.07
P4HA3	0.07
SMYD4	0.07
AKT3	0.07
EDDM3B	0.07
TYROBP	0.07
ZNF653	0.07
HEATR4	0.07
AP4S1	0.07
ITPK1	0.07
ARHGEF40	0.07
GAMT	0.07
ARHGAP23	0.07
TTC21A	0.07
MED25	0.07
RBM33	0.07
PCDHB2	0.07
ARF1	0.07
KBTBD8	0.07
ERCC3	0.07
KLHL32	0.07
CLVS2	0.07
CNGA4	0.07
INTS5	0.07
WSB1	0.07
FBN3	0.07
TMEM241	0.07
CCM2L	0.07
RHOQ	0.07
LARP6	0.07
WDR75	0.07
LDHAL6B	0.07
CASP1	0.07
ACOT2	0.07
ST3GAL3	0.07
AMHR2	0.07
ZNF292	0.07
FUT1	0.07
MTA3	0.07
ZNF681	0.07
KRBA2	0.07
RNPS1	0.07
CPNE1	0.07
SLC38A7	0.07
TPR	0.07
PROB1	0.07
APC2	0.07
NETO2	0.07
BET1L	0.07
PPIP5K1	0.07
ANKRD62	0.07
NAE1	0.07
RBM15	0.07
SNX16	0.07
ZNF792	0.07
TYSND1	0.07
KPNA6	0.07
ZNF394	0.07
TNNI1	0.07
GPSM3	0.07
GPLD1	0.07
ZNF34	0.07
OTOGL	0.07
TRIM26	0.07
RBM20	0.07
NAMPT	0.07
ANKRD34A	0.07
HSF2BP	0.07
CSGALNACT2	0.07
TCF7	0.07
ZNF528	0.07
UVRAG	0.07
NDUFA4L2	0.07
RNF5	0.07
CDH17	0.07
PARP1	0.07
FZD9	0.07
KCNH1	0.07
ZDHHC15	0.07
MSANTD2	0.07
NLRC4	0.07
CD276	0.07
TPPP3	0.07
BEND2	0.07
EIF5A	0.07
XRCC6	0.07
KCNMB3	0.07
ACE	0.07
TEAD3	0.07
UBQLNL	0.07
RAD51D	0.07
OSBP	0.07
TUBGCP6	0.07
NR1I2	0.07
ZNF615	0.07
SMTNL2	0.07
VPS53	0.07
TEF	0.07
RASGEF1A	0.07
CHRM5	0.07
SCD	0.07
RFNG	0.07
SLAMF1	0.07
PLA2G2C	0.07
SIX5	0.07
KIF1B	0.07
SERAC1	0.07
AKR1B15	0.07
CATSPER4	0.07
GPAT2	0.07
CDK8	0.07
TSSK4	0.07
SDHA	0.07
ARHGAP31	0.07
NFAM1	0.07
JMJD6	0.07
PTGIR	0.07
AASDH	0.07
ANKRD42	0.07
CISD1	0.07
DHX30	0.07
TSKU	0.07
IREB2	0.07
TRA2A	0.07
NIFK	0.07
F11	0.07
CABIN1	0.07
LMNB2	0.07
PCDHB12	0.07
ACTR3	0.07
ZNF616	0.07
DLEU7	0.07
SORBS3	0.07
NOS3	0.07
DNAJC10	0.07
FSHR	0.07
PPIP5K2	0.07
CDRT1	0.07
SMC1B	0.07
RNASE2	0.07
NUDT3	0.07
ENDOV	0.07
SLC10A3	0.07
TEX10	0.07
FCAR	0.07
CCDC92	0.07
GART	0.07
LIG1	0.07
POLE4	0.07
NEMF	0.07
RAB23	0.07
GPR135	0.07
ZNF514	0.07
DOHH	0.07
F8A1	0.07
GFRAL	0.08
TXLNG	0.08
ZNF19	0.08
CENPV	0.08
L1CAM	0.08
TXNL4A	0.08
LAP3	0.08
DDT	0.08
PGAM4	0.08
PYHIN1	0.08
SLC15A5	0.08
SLC5A2	0.08
SMIM23	0.08
SH2D3A	0.08
PTGDR2	0.08
RBM25	0.08
RNF10	0.08
MAK16	0.08
VPS39	0.08
SNAPC1	0.08
OARD1	0.08
ADIG	0.08
GRAPL	0.08
SLC22A8	0.08
TAF1L	0.08
STMND1	0.08
ARHGAP11A	0.08
HOXC9	0.08
AC098650.1	0.08
ACSM5	0.08
AIPL1	0.08
ALDH3B2	0.08
ALX3	0.08
AP006621.6	0.08
CACNA1S	0.08
CDC42EP5	0.08
CILP2	0.08
CLEC19A	0.08
CREB3L3	0.08
DMBX1	0.08
DSEL	0.08
ECEL1	0.08
ENTPD8	0.08
EOMES	0.08
FAM170B	0.08
FGF22	0.08
FSBP	0.08
GABRD	0.08
GABRG3	0.08
GALR2	0.08
GGT6	0.08
GJB6	0.08
GOLGA8K	0.08
GPR21	0.08
HOXC13	0.08
IL3	0.08
KCNA10	0.08
KISS1	0.08
KLK2	0.08
LCN1	0.08
LCN9	0.08
LILRA5	0.08
LINGO3	0.08
LRRC37A2	0.08
MAGEA9B	0.08
MAGED4	0.08
MAPK15	0.08
MATN4	0.08
MYL1	0.08
NPBWR1	0.08
NTN3	0.08
OR2A12	0.08
OR2A14	0.08
OR2A5	0.08
OR5B2	0.08
OVCH1	0.08
PAX5	0.08
POU3F4	0.08
PRR36	0.08
PRSS55	0.08
PSMB11	0.08
RGR	0.08
RIPPLY2	0.08
RNF223	0.08
RNF224	0.08
RSPH6A	0.08
RTP2	0.08
SBK3	0.08
SCML4	0.08
SLC25A48	0.08
SLC46A2	0.08
SLC7A14	0.08
SPEF1	0.08
SPINK6	0.08
TM4SF5	0.08
TMC2	0.08
TOPAZ1	0.08
TXNDC8	0.08
UMODL1	0.08
VPREB1	0.08
ZIM3	0.08
ZNF257	0.08
AZIN2	0.08
ASB9	0.08
SHC3	0.08
FAAP100	0.08
ADGRF3	0.08
AGMAT	0.08
ARHGEF26	0.08
KHDC1L	0.08
COX15	0.08
SLC2A7	0.08
ABHD16A	0.08
AC068946.1	0.08
AC144573.1	0.08
ACTL7A	0.08
ADGRF4	0.08
ANKRD22	0.08
APOC2	0.08
ARID3C	0.08
ASZ1	0.08
ATP1B4	0.08
BTNL3	0.08
C19orf71	0.08
C1orf94	0.08
C7orf33	0.08
CCDC179	0.08
CHIA	0.08
CLDN3	0.08
CLPS	0.08
CLPSL2	0.08
CROCC2	0.08
CYLC2	0.08
CYP4A11	0.08
DAPL1	0.08
DCHS2	0.08
DNLZ	0.08
FOXD4	0.08
FOXD4L4	0.08
GJA9	0.08
GPR101	0.08
HOXD3	0.08
HOXD4	0.08
HSD3B1	0.08
IFNK	0.08
KRT16	0.08
LDLRAD1	0.08
LGALS13	0.08
LMX1A	0.08
LRRC10	0.08
LRRC56	0.08
MFSD6L	0.08
MT1H	0.08
MYH1	0.08
NAA11	0.08
NPHS1	0.08
NPIPA3	0.08
NPIPA5	0.08
NUTM2A	0.08
ODF4	0.08
OLIG2	0.08
OR2V1	0.08
PGK2	0.08
PHOX2B	0.08
PLA2G2D	0.08
PNPLA1	0.08
PRSS22	0.08
PSMB9	0.08
R3HDML	0.08
RAMP3	0.08
RGS9BP	0.08
RIMBP3B	0.08
RIPPLY1	0.08
RPRML	0.08
SHISA3	0.08
SPATC1	0.08
SPINK7	0.08
SUPT20HL1	0.08
TMEM247	0.08
TMEM252	0.08
TMEM72	0.08
TTC22	0.08
ZAR1	0.08
ZNF208	0.08
THAP3	0.08
GNA15	0.08
SLC50A1	0.08
ADAP2	0.08
TTC25	0.08
UBXN7	0.08
CORO2A	0.08
ACSS1	0.08
BFAR	0.08
BRD1	0.08
SF3A1	0.08
ERN1	0.08
PFKP	0.08
A3GALT2	0.08
ARHGEF35	0.08
ASCL5	0.08
B4GALNT2	0.08
C1orf141	0.08
CDKN2A	0.08
CFC1	0.08
CHST8	0.08
CLEC17A	0.08
DCAF8L1	0.08
DCDC2C	0.08
DNAJB8	0.08
FAM71A	0.08
GAGE2A	0.08
GALNT9	0.08
GALR3	0.08
GAST	0.08
GLIS2	0.08
GPR150	0.08
HOXC5	0.08
IGFALS	0.08
IL22RA2	0.08
IL5	0.08
INSRR	0.08
KIAA0408	0.08
KRT32	0.08
LEFTY2	0.08
LINC01556	0.08
MC3R	0.08
MTRNR2L13	0.08
ODF1	0.08
OPTC	0.08
OR13C2	0.08
OR13H1	0.08
OR13J1	0.08
OR1L6	0.08
OR52W1	0.08
OR5AK2	0.08
PAGE2	0.08
PDE6H	0.08
PDHA2	0.08
PHLDA2	0.08
PPP4R4	0.08
PRDM12	0.08
RD3	0.08
RNF151	0.08
SECTM1	0.08
SGCZ	0.08
SIRPG	0.08
SLC13A1	0.08
SLC22A31	0.08
SLC25A52	0.08
SP9	0.08
SPATA31D4	0.08
SPDEF	0.08
TAS2R41	0.08
TGIF2LY	0.08
TKTL2	0.08
TMEM239	0.08
TMPRSS15	0.08
TRIM49C	0.08
TRPM2	0.08
XCR1	0.08
ZFP57	0.08
ZIM2	0.08
ZPBP2	0.08
DPYS	0.08
RELT	0.08
KAT8	0.08
PPIA	0.08
RIN1	0.08
ZNF316	0.08
CASP4	0.08
MAPK1	0.08
ELSPBP1	0.08
PADI1	0.08
ARRB2	0.08
EXOSC9	0.08
C2CD4B	0.08
CD68	0.08
CH25H	0.08
IHH	0.08
MAGEA11	0.08
PCP2	0.08
LYRM1	0.08
ZDHHC7	0.08
MAN1C1	0.08
HTR2B	0.08
FAM209B	0.08
SEPSECS	0.08
COPG2	0.08
DYNLRB2	0.08
OR3A2	0.08
GLIS1	0.08
IL25	0.08
OR56A4	0.08
TSPAN8	0.08
PAEP	0.08
PCCB	0.08
DNMT3A	0.08
CCDC69	0.08
SMOC1	0.08
DHH	0.08
FBXO47	0.08
LRRC72	0.08
UGGT2	0.08
KCNK16	0.08
KANSL1	0.08
MRPS28	0.08
TMUB1	0.08
PKN1	0.08
COQ6	0.08
BLOC1S5	0.08
PRR15	0.08
S100A9	0.08
SENP6	0.08
EDRF1	0.08
LIN7B	0.08
APBA2	0.08
DENND2D	0.08
KRT72	0.08
RALBP1	0.08
CDK5R1	0.08
CKS1B	0.08
CARD8	0.08
SEC61A2	0.08
CNTNAP3	0.08
IPCEF1	0.08
TTBK2	0.08
NRROS	0.08
WDR45B	0.08
KIF13A	0.08
HENMT1	0.08
KLK13	0.08
MPG	0.08
OSTN	0.08
MAP1LC3B	0.08
UROD	0.08
FAM110D	0.08
PFDN2	0.08
ABCB4	0.08
NCAPD3	0.08
PGLS	0.08
DKK4	0.08
GOLPH3L	0.08
ACSS2	0.08
NOP16	0.08
ST20	0.08
LRRC6	0.08
ZBTB42	0.08
KHDRBS2	0.08
PTPDC1	0.08
ZFPL1	0.08
ACLY	0.08
FGGY	0.08
NPC1L1	0.08
MFSD2B	0.08
GMDS	0.08
SLFNL1	0.08
HYI	0.08
FBLN1	0.08
NAGA	0.08
METTL8	0.08
PTPN11	0.08
RRBP1	0.08
PDZD8	0.08
NUP88	0.08
CCDC68	0.08
WIZ	0.08
ACBD3	0.08
ICMT	0.08
DDO	0.08
STX4	0.08
EFCAB11	0.08
NLGN4X	0.08
TDRD7	0.08
PRDM5	0.08
WDR74	0.08
C17orf58	0.08
ATP10D	0.08
TMPRSS12	0.08
CXCL10	0.08
EVI2B	0.08
ASAH1	0.08
AP1S2	0.08
EMILIN3	0.08
C12orf60	0.08
CORT	0.08
STAT4	0.08
CSRNP1	0.08
SEMA3F	0.08
FAM13C	0.08
DIABLO	0.08
ANKMY2	0.08
SLC4A1AP	0.08
INSL3	0.08
SYNE2	0.08
SNX27	0.08
SF3B1	0.08
DBNL	0.08
APOE	0.08
USP27X	0.08
NRARP	0.08
CCZ1	0.08
TYK2	0.09
P4HB	0.09
STRN4	0.09
PLXNA1	0.09
UBXN2B	0.09
THBS3	0.09
ALG1L2	0.09
HSPB6	0.09
SCAMP3	0.09
TOPORS	0.09
LYSMD2	0.09
LRFN1	0.09
ZNF280C	0.09
ALG8	0.09
FAM185A	0.09
HS6ST1	0.09
GPR155	0.09
FANCD2	0.09
C15orf61	0.09
CMTM5	0.09
RPS3A	0.09
BMF	0.09
CCDC38	0.09
RHBDD3	0.09
ZFR2	0.09
CFAP53	0.09
RAB8A	0.09
LUZP1	0.09
CCDC88B	0.09
PIK3CA	0.09
FCGR3A	0.09
CTSS	0.09
NADK2	0.09
ITGB4	0.09
DUOXA1	0.09
ZNF883	0.09
THOC1	0.09
KCNC3	0.09
DISP2	0.09
METTL21C	0.09
ECSIT	0.09
NCK2	0.09
MBD6	0.09
HMGCS1	0.09
IL17D	0.09
NCS1	0.09
ULK1	0.09
SLC1A1	0.09
KDSR	0.09
MARVELD1	0.09
SEC14L5	0.09
BCL9	0.09
POLD1	0.09
TMEM168	0.09
MARCFH1	0.09
PPM1J	0.09
SESN1	0.09
AVIL	0.09
C1orf116	0.09
LSM12	0.09
ZFHX2	0.09
MARCHF11	0.09
TMPRSS9	0.09
ERCC6L2	0.09
MFN1	0.09
GCSH	0.09
ITLN2	0.09
RB1	0.09
PBLD	0.09
FGF17	0.09
SLC6A9	0.09
NME3	0.09
GRK7	0.09
CCNT1	0.09
CCDC112	0.09
MSANTD1	0.09
NCEH1	0.09
CASZ1	0.09
OPCML	0.09
TEAD1	0.09
SSRP1	0.09
SPR	0.09
UBE2L6	0.09
RIMS3	0.09
GGA2	0.09
GLB1L2	0.09
NAT9	0.09
ZNF283	0.09
ITFG1	0.09
AMDHD2	0.09
PPP1R17	0.09
NKIRAS2	0.09
TBC1D19	0.09
NT5DC1	0.09
C2CD5	0.09
SLC35B4	0.09
HMSD	0.09
MED26	0.09
BEX5	0.09
TTLL6	0.09
AFF1	0.09
OR51B5	0.09
LETM2	0.09
ZNF148	0.09
RERE	0.09
CAMK2B	0.09
EPS8L2	0.09
KIAA1210	0.09
OR51I1	0.09
ORM1	0.09
SDF2L1	0.09
CRACR2A	0.09
BCLAF1	0.09
NME5	0.09
FPR3	0.09
TYR	0.09
TAF6	0.09
ZNHIT3	0.09
ZFP69	0.09
ITGA7	0.09
OCEL1	0.09
MEFV	0.09
PLGLB1	0.09
HBA2	0.09
ZKSCAN5	0.09
OPN5	0.09
SYT6	0.09
CLCN2	0.09
ABLIM3	0.09
DNAJB9	0.09
ZCCHC24	0.09
ZNF573	0.09
MMP17	0.09
LRRD1	0.09
EPC1	0.09
RBKS	0.09
SUMF1	0.09
SCCPDH	0.09
TUSC1	0.09
ZNF512B	0.09
BIRC7	0.09
AARD	0.09
ZNF200	0.09
CES4A	0.09
PLEKHB1	0.09
C2orf42	0.09
C1QTNF7	0.09
FTO	0.09
PAFAH1B1	0.09
ZDHHC3	0.09
HDHD3	0.09
KLHL12	0.09
USP4	0.09
C8orf89	0.09
RAB6A	0.09
DYM	0.09
RSBN1L	0.09
DYNC2LI1	0.09
CCDC120	0.09
ARHGAP25	0.09
HSPBP1	0.09
KIAA0100	0.09
LGR6	0.09
ANKLE1	0.09
TCEA1	0.09
IPO4	0.09
GPER1	0.09
CISD2	0.09
CPA5	0.09
ZFYVE19	0.09
ASPHD2	0.09
IL17F	0.09
DUOX1	0.09
GFRA1	0.09
RIN3	0.09
CERS3	0.09
PRELP	0.09
ATAT1	0.09
ZNF814	0.10
ZBTB41	0.10
ZMYM6	0.10
RHD	0.10
ABCD2	0.10
INTS7	0.10
GLP2R	0.10
FAM216A	0.10
POGZ	0.10
ARHGAP11B	0.10
JSRP1	0.10
ADAM20	0.10
NSUN6	0.10
SLFN12	0.10
BZW2	0.10
TRMT2A	0.10
TUBA3D	0.10
PPP1R11	0.10
MAP2K1	0.10
SHISA4	0.10
PNPLA7	0.10
NPAS3	0.10
CNTN5	0.10
IRF2BP1	0.10
ASIP	0.10
HEPHL1	0.10
HMGB4	0.10
KLF13	0.10
MLXIPL	0.10
MTRNR2L10	0.10
SLC22A24	0.10
WNT3	0.10
EIF2S3	0.10
ADRA2C	0.10
ALKBH8	0.10
ZBBX	0.10
C4orf36	0.10
ATP1A3	0.10
BCAR3	0.10
ABCB8	0.10
UBE2D4	0.10
STX10	0.10
ALDH3A2	0.10
PAK1	0.10
KBTBD6	0.10
C9orf40	0.10
MFSD8	0.10
AMDHD1	0.10
CDO1	0.10
NRXN2	0.10
C17orf100	0.10
UBQLN1	0.10
MYO9A	0.10
CPEB2	0.10
UBA2	0.10
DCTPP1	0.10
CREG2	0.10
P2RY2	0.10
DYDC2	0.10
PDE1C	0.10
LGI1	0.10
POTEF	0.10
CAPN10	0.10
DLG4	0.10
CLEC5A	0.10
RAC1	0.10
CCRL2	0.10
COL6A6	0.10
TWSG1	0.10
ZNF581	0.10
FBRS	0.10
DOC2A	0.10
TFEC	0.10
MAFF	0.10
PDZD7	0.10
CACNB2	0.10
TTF2	0.10
VWA3A	0.10
LZTS2	0.10
SIAH3	0.10
ACCS	0.10
HS6ST3	0.10
FGFRL1	0.10
SUSD3	0.10
OGFRL1	0.10
ARMC5	0.10
LRRC41	0.10
AP1M2	0.10
FMO1	0.10
TANC1	0.10
APEH	0.10
OSR2	0.10
KDM4C	0.10
PAXBP1	0.10
RXRA	0.10
MRPL57	0.10
NOP58	0.10
C4BPB	0.10
PDZD3	0.10
SLC35G6	0.10
TTC16	0.10
DCAF15	0.10
ANKRD6	0.10
INPPL1	0.10
IL36G	0.10
IL37	0.10
OR10V1	0.10
FOXP4	0.10
DONSON	0.10
DDX19A	0.10
ESCO1	0.10
NAT8L	0.10
STAG2	0.10
UPF3A	0.10
GYPB	0.10
RPS15	0.10
SREBF1	0.10
CDH23	0.10
SLC5A11	0.10
ATP6V1B1	0.10
NEK5	0.10
ZNF506	0.10
NCAN	0.10
ALG2	0.10
OGFOD1	0.10
CCNJL	0.10
ANGPTL4	0.10
TMEM171	0.10
GMEB1	0.10
SLC16A7	0.10
SESN2	0.10
TIMM22	0.10
HES1	0.10
NARS2	0.10
KLHL11	0.10
SDC1	0.10
SENP7	0.10
ZKSCAN8	0.10
CLIC4	0.10
ERMAP	0.10
ZNF134	0.10
CDH22	0.10
TRPV6	0.10
ARX	0.10
PDZD2	0.10
RAP1GDS1	0.10
MLH3	0.10
APBB1	0.10
SOAT2	0.10
CSF2	0.10
ZBTB8A	0.10
IFIT2	0.10
SPRYD3	0.10
CCHCR1	0.10
ZNF324B	0.10
CCDC152	0.10
L2HGDH	0.10
SSC5D	0.10
GLMN	0.10
IL1RL2	0.10
SPATA18	0.10
DFFA	0.10
C9orf131	0.10
SLCO1A2	0.10
STXBP5	0.10
SIKE1	0.10
MSH3	0.10
PPP1R3F	0.10
FADD	0.10
MARCHF9	0.10
CCDC13	0.10
SEC16B	0.10
PGM2	0.10
DCTN4	0.10
TAF1A	0.10
TULP2	0.10
